vb.vb-key.vb-data;vb.vb-ora;vb.vb-dati.vb-tipo-v;vb.vb-dati.vb-codice-minsan;vb.vb-dati.vb-qta;vb.vb-dati.vb-dati-sospeso.vb-qta-sosp
20151020;1202;L   ;024402051    ;0001;0000
20151020;1530;X   ;024402051    ;0002;0000
20151021;0949;X   ;024402051    ;0004;0000
20151021;1036;X   ;024402051    ;0003;0000
20151022;1023;X   ;024402051    ;0001;0000
20151022;1031;H   ;024402051    ;0001;0000
20151022;1042;X-  ;024402051    ;0001;0000
20151022;1551;L   ;024402051    ;0001;0000
20151024;1125;L   ;024402051    ;0002;0000
20151024;1152;X   ;024402051    ;0002;0000
20151026;1544;L   ;024402051    ;0001;0000
20151026;1658;X   ;024402051    ;0002;0000
20151029;1028;H   ;024402051    ;0002;0000
20151029;1030;H   ;024402051    ;0002;0000
20151030;0902;H   ;024402051    ;0002;0000
20151104;0846;E   ;024402051    ;0002;0000
20151104;1135;L   ;024402051    ;0002;0000
20151105;1753;H   ;024402051    ;0002;0000
20151110;1045;X   ;024402051    ;0001;0000
20151110;1054;X   ;024402051    ;0003;0000
20151110;1159;L   ;024402051    ;0001;0000
20151112;1109;L   ;024402051    ;0001;0000
20151112;1757;L   ;024402051    ;0001;0000
20151112;1805;L   ;024402051    ;0001;0000
20151113;0807;X   ;024402051    ;0002;0000
20151113;0941;L   ;024402051    ;0002;0000
20151116;1033;H   ;024402051    ;0002;0000
20151116;1601;X   ;024402051    ;0001;0000
20151119;1040;L   ;024402051    ;0002;0000
20151119;1114;X   ;024402051    ;0002;0000
20151119;1638;E   ;024402051    ;0002;0000
20151121;1046;L   ;024402051    ;0001;0000
20151123;1700;E   ;024402051    ;0002;0000
20151124;1518;E   ;024402051    ;0002;0000
20151125;1224;H   ;024402051    ;0001;0000
20151125;1808;L   ;024402051    ;0002;0000
20151125;1844;H   ;024402051    ;0002;0000
20151126;1743;H   ;024402051    ;0002;0000
20151130;0859;L   ;024402051    ;0002;0000
20151130;1110;L   ;024402051    ;0001;0000
20151130;1545;E   ;024402051    ;0001;0000
20151201;0836;H   ;024402051    ;0002;0000
20151201;1007;H   ;024402051    ;0001;0000
20151203;1051;H   ;024402051    ;0001;0000
20151203;1129;L   ;024402051    ;0002;0000
20151207;0941;H   ;024402051    ;0002;0000
20151207;1025;L   ;024402051    ;0001;0000
20151207;1155;L   ;024402051    ;0001;0000
20151209;0859;H   ;024402051    ;0002;0000
20151210;0921;L   ;024402051    ;0001;0000
20151210;1110;L   ;024402051    ;0002;0000
20151210;1617;H   ;024402051    ;0001;0000
20151210;1701;T   ;024402051    ;0001;0000
20151211;1054;E   ;024402051    ;0002;0000
20151211;1653;H   ;024402051    ;0001;0000
20151211;1847;E   ;024402051    ;0002;0000
20151214;1019;X   ;024402051    ;0001;0000
20151214;1559;X   ;024402051    ;0003;0000
20151214;1600;E   ;024402051    ;0002;0000
20151215;1858;X   ;024402051    ;0001;0000
20151217;0955;H   ;024402051    ;0002;0000
20151217;1144;H   ;024402051    ;0001;0000
20151217;1516;L   ;024402051    ;0001;0000
20151218;1026;X   ;024402051    ;0002;0000
20151218;1054;X   ;024402051    ;0002;0000
20151219;1116;L   ;024402051    ;0001;0000
20151219;1538;L   ;024402051    ;0001;0000
20151221;1151;L   ;024402051    ;0001;0000
20151221;1823;L   ;024402051    ;0002;0000
20151222;0944;H   ;024402051    ;0002;0000
20151223;1043;X   ;024402051    ;0002;0000
20151224;0922;L   ;024402051    ;0002;0000
20151224;1510;L   ;024402051    ;0001;0000
20151228;0925;H   ;024402051    ;0001;0000
20151228;0930;X   ;024402051    ;0001;0000
20151228;0944;E   ;024402051    ;0002;0000
20151229;0950;H   ;024402051    ;0002;0000
20151229;1509;L   ;024402051    ;0001;0000
20151229;1707;L   ;024402051    ;0001;0000
20151230;0842;L   ;024402051    ;0001;0000
20151230;1013;L   ;024402051    ;0002;0000
20151231;1047;L   ;024402051    ;0001;0000
20160102;1050;L   ;024402051    ;0001;0000
20160104;0927;H   ;024402051    ;0002;0000
20160104;1143;L   ;024402051    ;0001;0000
20160105;1036;H   ;024402051    ;0002;0000
20160107;0930;L   ;024402051    ;0002;0000
20160107;1607;H   ;024402051    ;0002;0000
20160109;1118;H   ;024402051    ;0002;0000
20160111;1106;E   ;024402051    ;0001;0000
20160112;0908;H   ;024402051    ;0002;0000
20160112;1136;X   ;024402051    ;0003;0000
20160112;1810;L   ;024402051    ;0002;0000
20160113;1025;E   ;024402051    ;0002;0000
20160114;1042;H   ;024402051    ;0001;0000
20160114;1053;L   ;024402051    ;0001;0000
20160114;1105;H   ;024402051    ;0002;0000
20160114;1206;H   ;024402051    ;0001;0000
20160115;1108;H   ;024402051    ;0002;0000
20160115;1130;X   ;024402051    ;0002;0000
20160115;1523;H   ;024402051    ;0001;0000
20160119;0904;X   ;024402051    ;0003;0000
20160119;1148;X   ;024402051    ;0002;0000
20160120;1039;L   ;024402051    ;0001;0000
20160120;1109;X   ;024402051    ;0003;0000
20160121;1114;L   ;024402051    ;0001;0000
20160121;1658;E   ;024402051    ;0002;0000
20160121;1858;L   ;024402051    ;0001;0000
20160122;1031;X   ;024402051    ;0002;0000
20160122;1647;H   ;024402051    ;0002;0000
20160127;1109;H   ;024402051    ;0002;0000
20160128;1716;X   ;024402051    ;0001;0000
20160128;1854;H   ;024402051    ;0001;0000
20160129;1019;L   ;024402051    ;0002;0000
20160201;0901;L   ;024402051    ;0001;0000
20160201;0942;H   ;024402051    ;0002;0000
20160201;1112;L   ;024402051    ;0001;0000
20160201;1207;E   ;024402051    ;0002;0000
20160202;1202;L   ;024402051    ;0001;0000
20160203;0940;L   ;024402051    ;0002;0000
20160203;1645;L   ;024402051    ;0001;0000
20160204;0952;X   ;024402051    ;0003;0000
20160204;1022;L   ;024402051    ;0002;0000
20160205;1058;L   ;024402051    ;0002;0000
20160205;1206;L   ;024402051    ;0001;0000
20160205;1702;L   ;024402051    ;0002;0000
20160205;1746;L   ;024402051    ;0001;0000
20160206;0936;L   ;024402051    ;0002;0000
20160208;1035;H   ;024402051    ;0002;0000
20160208;1539;H   ;024402051    ;0002;0000
20160208;1758;L   ;024402051    ;0002;0000
20160211;0902;H   ;024402051    ;0002;0000
20160211;1703;L   ;024402051    ;0001;0000
20160211;1711;L   ;024402051    ;0001;0000
20160213;1726;X   ;024402051    ;0002;0000
20160218;0952;X   ;024402051    ;0002;0000
20160218;1017;H   ;024402051    ;0002;0000
20160218;1117;F   ;024402051    ;0002;0000
20160218;1658;L   ;024402051    ;0001;0000
20160219;1646;L   ;024402051    ;0001;0000
20160220;1049;L   ;024402051    ;0003;0000
20160222;0957;X   ;024402051    ;0002;0000
20160222;1219;L   ;024402051    ;0001;0000
20160223;0902;L   ;024402051    ;0002;0000
20160224;0932;L   ;024402051    ;0001;0000
20160225;1051;X   ;024402051    ;0003;0000
20160225;1652;H   ;024402051    ;0001;0000
20160226;0812;E   ;024402051    ;0002;0000
20160226;1500;L   ;024402051    ;0001;0000
20160229;1031;H   ;024402051    ;0001;0000
20160301;1033;X   ;024402051    ;0003;0000
20160301;1108;X   ;024402051    ;0002;0000
20160302;0857;L   ;024402051    ;0001;0000
20160302;1143;L   ;024402051    ;0001;0000
20160303;1123;H   ;024402051    ;0002;0000
20160303;1229;E   ;024402051    ;0001;0000
20160304;1110;T   ;024402051    ;0002;0000
20160304;1723;L   ;024402051    ;0001;0000
20160305;1047;L   ;024402051    ;0001;0000
20160307;1648;L   ;024402051    ;0002;0000
20160308;0911;H   ;024402051    ;0002;0000
20160309;1058;L   ;024402051    ;0002;0000
20160309;1519;E   ;024402051    ;0002;0000
20160309;1608;L   ;024402051    ;0001;0000
20160310;0838;E   ;024402051    ;0002;0000
20160310;1058;X   ;024402051    ;0003;0000
20160311;1001;H   ;024402051    ;0001;0000
20160311;1201;X   ;024402051    ;0001;0000
20160311;1532;L   ;024402051    ;0001;0000
20160315;0854;T   ;024402051    ;0002;0000
20160315;1118;H   ;024402051    ;0002;0000
20160315;1604;H   ;024402051    ;0002;0000
20160315;1618;L   ;024402051    ;0002;0000
20160316;1646;H   ;024402051    ;0001;0000
20160316;1648;H   ;024402051    ;0001;0000
20160317;1045;L   ;024402051    ;0002;0000
20160317;1125;X   ;024402051    ;0002;0000
20160317;1520;X   ;024402051    ;0002;0000
20160318;0846;L   ;024402051    ;0001;0000
20160318;0931;E   ;024402051    ;0001;0000
20160318;1120;L   ;024402051    ;0001;0000
20160318;1134;H   ;024402051    ;0001;0000
20160321;0951;L   ;024402051    ;0002;0000
20160321;0953;X   ;024402051    ;0003;0000
20160321;1006;H   ;024402051    ;0002;0000
20160321;1046;H   ;024402051    ;0002;0000
20160322;1008;H   ;024402051    ;0002;0000
20160322;1703;L   ;024402051    ;0002;0000
20160323;1112;H   ;024402051    ;0002;0000
20160323;1505;E   ;024402051    ;0002;0000
20160324;1132;L   ;024402051    ;0001;0000
20160329;0918;X   ;024402051    ;0003;0000
20160329;1015;L   ;024402051    ;0001;0000
20160401;0954;H   ;024402051    ;0002;0000
20160401;1533;L   ;024402051    ;0002;0000
20160401;1549;X   ;024402051    ;0001;0000
20160402;0906;L   ;024402051    ;0001;0000
20160404;0903;H   ;024402051    ;0001;0000
20160404;0908;L   ;024402051    ;0002;0000
20160404;1548;L   ;024402051    ;0002;0000
20160405;0914;X   ;024402051    ;0002;0000
20160405;1650;X   ;024402051    ;0002;0000
20160407;0825;E   ;024402051    ;0002;0000
20160407;1512;H   ;024402051    ;0002;0000
20160407;1812;X   ;024402051    ;0002;0000
20160408;0953;H   ;024402051    ;0002;0000
20160408;1116;L   ;024402051    ;0002;0000
20160409;1155;L   ;024402051    ;0001;0000
20160411;0943;L   ;024402051    ;0002;0000
20160411;1131;H   ;024402051    ;0002;0000
20160413;0929;L   ;024402051    ;0001;0000
20160413;1655;E   ;024402051    ;0001;0000
20160414;1017;L   ;024402051    ;0002;0000
20160414;1203;L   ;024402051    ;0002;0000
20160414;1811;L   ;024402051    ;0002;0000
20160418;1510;H   ;024402051    ;0001;0000
20160419;1041;H   ;024402051    ;0002;0000
20160419;1513;H   ;024402051    ;0002;0000
20160422;0837;L   ;024402051    ;0007;0000
20160422;0937;H   ;024402051    ;0001;0000
20160422;0955;X   ;024402051    ;0002;0000
20160427;0901;L   ;024402051    ;0002;0000
20160427;0946;H   ;024402051    ;0002;0000
20160427;1104;X   ;024402051    ;0002;0000
20160427;1733;L   ;024402051    ;0002;0000
20160428;0956;L   ;024402051    ;0001;0000
20160428;1752;X   ;024402051    ;0002;0000
20160429;1213;L   ;024402051    ;0002;0000
20160502;1149;L   ;024402051    ;0001;0000
20160502;1850;X   ;024402051    ;0001;0000
20160504;1755;L   ;024402051    ;0001;0000
20160505;0840;L   ;024402051    ;0002;0000
20160505;1202;X   ;024402051    ;0003;0000
20160505;1615;H   ;024402051    ;0001;0000
20160505;1743;X   ;024402051    ;0001;0000
20160505;1746;L   ;024402051    ;0001;0000
20160506;1022;X   ;024402051    ;0002;0000
20160509;0954;H   ;024402051    ;0002;0000
20160509;1110;H   ;024402051    ;0002;0000
20160510;0909;L   ;024402051    ;0002;0000
20160510;1034;E   ;024402051    ;0002;0000
20160510;1208;X   ;024402051    ;0002;0000
20160510;1606;E   ;024402051    ;0001;0000
