vb.vb-key.vb-data;vb.vb-ora;vb.vb-dati.vb-tipo-v;vb.vb-dati.vb-codice-minsan;vb.vb-dati.vb-qta;vb.vb-dati.vb-dati-sospeso.vb-qta-sosp;vb.vb-dati-anagrafici-prodotto.vb-principio-attivo;vb.vb-dati-anagrafici-prodotto.vb-gmk;vb.vb-dati-anagrafici-prodotto.vb-bd-category
20020119;1052;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020119;1459;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020119;1542;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020119;1733;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;0834;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;0920;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;1137;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;1142;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;1144;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;1548;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;1646;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020120;1703;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;0849;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;0854;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;0911;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;0919;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;1000;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;1034;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;1537;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;1631;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;1637;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020121;1724;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;0914;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1039;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1050;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020122;1143;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1522;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1522;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1537;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1634;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1701;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1729;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1805;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020122;1826;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;0936;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1020;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1034;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1043;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1057;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1111;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1119;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1502;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1537;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1544;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1613;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020123;1858;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;0906;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;0910;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;0916;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;1137;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;1544;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;1612;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;1626;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;1649;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;1716;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020124;1736;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;0954;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;1112;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;1502;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;1517;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;1626;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;1648;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;1711;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020125;1811;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;0840;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;0932;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;0959;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1011;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1041;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1112;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1159;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1201;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1204;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1541;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1650;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1657;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1743;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1808;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020128;1837;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;0853;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;0854;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;0901;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1023;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1158;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1601;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1615;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1713;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1743;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1822;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020129;1823;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;0839;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;0903;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;0938;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1519;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1534;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1540;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1606;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1616;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1641;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1647;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1653;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1711;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1723;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1745;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020130;1837;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;0912;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;0944;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1010;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1022;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1032;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1138;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1527;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1624;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1654;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020131;1806;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;0823;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;0937;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1024;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1031;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1044;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1151;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1516;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1646;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1719;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1729;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1741;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1815;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020201;1828;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;0821;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;0943;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1029;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1030;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1036;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1038;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1041;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1113;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1133;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1152;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1221;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1229;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1510;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1514;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1538;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1603;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1613;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1656;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020204;1758;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;0844;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;0847;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;0956;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;1010;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;1105;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;1600;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;1628;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;1634;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;1710;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020205;1850;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;0909;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;0955;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1017;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1031;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020206;1044;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1103;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1129;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1136;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1141;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1210;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1232;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1551;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1613;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1621;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1644;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1651;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1709;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1710;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020206;1712;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1715;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1718;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1744;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020206;1854;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;0844;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;0921;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1130;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1231;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1613;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1652;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1701;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1703;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1719;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1746;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020207;1755;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1000;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1035;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1037;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1050;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1052;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1102;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1111;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1504;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1650;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1746;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1817;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020208;1833;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;0916;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020209;0923;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;0949;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;0953;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1018;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1033;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1038;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1045;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1054;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1101;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1116;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1126;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1145;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1524;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1557;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1642;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1709;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1722;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1723;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1725;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1728;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1746;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1747;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020209;1757;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;0839;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;0912;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1000;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1005;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1033;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1041;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1045;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1050;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1054;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1137;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1523;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1603;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020210;1607;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;0834;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;0936;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1019;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1032;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1054;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1054;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1124;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1132;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1142;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1155;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1224;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1629;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1631;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020211;1809;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;0916;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;0936;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;0938;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;1048;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;1048;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;1053;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;1057;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020212;1101;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;1122;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;1125;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020212;1152;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1221;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1223;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1225;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1528;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1556;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1714;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1720;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020213;1808;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;0901;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;0914;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;0956;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;1014;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;1032;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;1103;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;1104;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;1116;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020214;1553;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020214;1725;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020215;0927;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020215;1022;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020215;1052;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020215;1535;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020215;1733;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;0845;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;0855;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;1050;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;1054;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;1146;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;1516;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;1708;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;1709;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020218;1729;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020218;1805;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;0858;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;0929;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;0957;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;0959;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;1102;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;1607;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;1650;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;1745;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020219;1839;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;0822;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;0921;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1007;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1040;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1047;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1111;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1232;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1555;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1620;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1700;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1806;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1813;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020220;1837;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;0902;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;0903;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;0908;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;0919;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;0956;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;1011;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;1127;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;1157;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;1615;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;1656;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020221;1732;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020221;1737;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;0944;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;0954;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;0956;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;1028;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;1030;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;1033;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;1508;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;1707;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020222;1732;L   ;004763114    ;0002;0000;000000;M0230                         ;A0420030101
20020225;1017;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1023;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1044;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1146;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1204;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1507;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1553;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1616;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020225;1902;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020226;0901;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020226;0917;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020226;0952;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
20020226;1007;L   ;004763114    ;0001;0000;000000;M0230                         ;A0420030101
