rec-orstd.orstd-key.orstd-ordine;rec-orstd.orstd-key.orstd-tempo.orstd-data;rec-orstd.orstd-key.orstd-tempo.orstd-ora;rec-orstd.orstd-key.orstd-fornitore;rec-orstd.orstd-key.orstd-tipo-ordine;rec-orstd.orstd-key.orstd-tipo-riga;rec-orstd.orstd-key.orstd-codice-minsan;rec-orstd.orstd-dati.orstd-descrizione;rec-orstd.orstd-dati.orstd-qta;rec-orstd.orstd-dati.orstd-qta-cons;rec-orstd.orstd-dati.orstd-costo
 ;20180202;115843;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003372
 ;20180208;120033;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20180208;154333;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20180223;110348;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003326
 ;20180227;160250;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003430
 ;20180227;160426;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003430
 ;20180227;161213;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00001;00001;0000003430
 ;20180228;183225;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20180309;115945;N            ;  ;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00016;00016;0000003345
 ;20180320;120218;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00015;00015;0000003372
 ;20180404;154948;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20180404;155057;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20180414;115123;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20180507;174840;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003372
 ;20180510;110733;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003326
 ;20180517;110435;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20180524;105352;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20180524;152641;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20180618;154347;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20180618;154539;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00012;00012;0000003373
 ;20180712;114744;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20180801;154933;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20180801;155049;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20180817;152129;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20180817;152301;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00015;00015;0000003372
 ;20180904;180243;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00015;00015;0000003326
 ;20180913;180356;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003326
 ;20180914;173111;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003326
 ;20181002;115828;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003372
 ;20181005;173512;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003326
 ;20181015;120842;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003326
 ;20181023;185600;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20181108;110502;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20181123;185139;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20181124;081713;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00015;00015;0000003370
 ;20181203;161258;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20181203;161827;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20181203;162527;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20181214;175952;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20181219;110201;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190109;185035;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190125;161547;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20190125;161734;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00015;00015;0000003372
 ;20190205;120658;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190215;161345;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20190215;161550;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190225;190243;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00012;00012;0000003373
 ;20190305;160813;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003330
 ;20190308;161647;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190313;163437;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003330
 ;20190313;163725;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190325;160816;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20190325;161158;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190403;184956;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190417;185226;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190506;121901;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190515;161115;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20190515;161349;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190527;160025;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20190527;160318;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190613;154013;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003330
 ;20190613;154224;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190701;122213;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20190701;152849;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190723;120557;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190801;122251;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003330
 ;20190801;153158;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190813;183000;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190821;185011;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190903;182014;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20190913;155045;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20190913;160013;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20190923;121721;N            ;  ;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00014;00014;0000003340
 ;20190926;181741;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20191003;114518;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20191010;181017;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20191015;121918;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20191015;160137;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20191022;185444;R            ;  ;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20191023;070058;R            ;  ;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20191029;182125;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20191108;162623;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20191108;162945;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20191118;162630;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003330
 ;20191118;163022;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20191128;115623;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20191211;121816;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20191211;153308;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20191220;155708;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003330
 ;20191220;155840;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20200103;120356;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20200109;082347;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200111;082444;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200111;082642;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20200120;185049;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20200203;184904;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00040;00040;0000003326
 ;20200217;162029;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200217;162345;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20200226;155754;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200226;160040;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20200305;184319;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20200320;115821;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003340
 ;20200320;155300;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00040;00040;0000003343
 ;20200407;180438;R            ;  ;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003343
 ;20200424;175131;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00100;00100;0000003343
 ;20200604;185407;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20200611;160046;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200611;160449;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20200617;115336;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00030;00030;0000003372
 ;20200703;120807;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00030;00030;0000003372
 ;20200716;184845;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00030;00030;0000003326
 ;20200803;155641;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200803;155829;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200803;160743;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003373
 ;20200812;120222;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00020;00020;0000003326
 ;20200821;115052;U            ;06;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00010;00010;0000003326
 ;20200826;120944;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00000;00000;0000003370
 ;20200826;154855;U            ;01;O;036635011    ;DIBASE*OS GTT 10ML 10000UI/ML                               ;00030;00030;0000003372
