vb.vb-key.vb-data;vb.vb-ora;vb.vb-dati.vb-tipo-v;vb.vb-dati.vb-codice-minsan;vb.vb-dati.vb-qta;vb.vb-dati.vb-dati-sospeso.vb-qta-sosp;vb.vb-dati-anagrafici-prodotto.vb-principio-attivo;vb.vb-dati-anagrafici-prodotto.vb-gmk;vb.vb-dati-anagrafici-prodotto.vb-bd-category
20010802;0936;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010803;0852;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010803;0852;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010803;0852;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010803;1023;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010803;1712;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010804;1633;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010808;1155;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010808;1555;X   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010808;1618;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010809;0831;X   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010809;0949;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010809;0949;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010809;0949;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010810;1540;X   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010810;1748;Xs  ;011782012    ;0003;0003;000000;CF A  N  S                    ;X0144010101
20010813;0759;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010813;0759;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010813;0759;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010813;0759;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010814;1008;Xr  ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010814;1717;X   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010817;1012;X   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010820;1701;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010821;1117;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010821;1847;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010821;1847;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010822;1753;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010823;1155;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010825;0945;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010827;1003;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010827;1812;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010828;0933;X   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010830;1013;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010830;1120;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010831;1017;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010831;1122;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010831;1556;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010904;1041;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010904;1048;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010904;1528;M   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010905;1757;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010907;1031;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010909;0941;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010910;1027;Q   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20010912;0840;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20010912;1549;X   ;011782012    ;0005;0000;000000;CF A  N  S                    ;X0144010101
20010919;1106;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010920;1724;H   ;011782012    ;0006;0000;000000;CF A  N  S                    ;X0144010101
20010926;1156;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20010926;1156;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20010926;1657;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20010927;0938;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011002;1518;L   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011004;1136;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011009;0900;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011009;1009;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011011;0904;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011016;1114;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011017;1520;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011023;0943;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011023;0943;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011024;1150;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011025;1811;Xr  ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011026;0848;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011026;0848;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011027;1534;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011030;0925;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011030;0928;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011031;1123;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011031;1541;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011031;1556;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011102;0937;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011105;1111;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011105;1111;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011105;1136;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011106;1022;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011106;1025;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011107;1829;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011108;0933;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011112;0949;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011114;1020;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011115;1130;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011118;1526;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011119;0957;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011121;1728;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011122;1142;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011123;1000;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011127;1649;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011128;1818;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011130;1024;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011203;1047;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011204;0952;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011205;1630;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011205;1728;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011205;1902;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011206;1610;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011206;1840;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011209;1552;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011210;0959;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011212;1001;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011213;0851;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011213;0914;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011213;1008;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011214;1107;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011214;1553;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011214;1553;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011218;0832;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011218;0908;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011218;1711;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011220;0853;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011220;1118;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20011221;1843;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011224;0940;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011224;0940;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011224;1335;Q   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011224;1504;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20011228;0912;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011228;0912;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011231;0845;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011231;0845;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20011231;1024;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020102;1147;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020103;1009;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020107;1555;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020108;0852;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020108;0904;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020109;0844;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020109;0931;Ts  ;011782012    ;0001;0001;000000;CF A  N  S                    ;X0144010101
20020109;1054;Ts  ;011782012    ;0001;0002;000000;CF A  N  S                    ;X0144010101
20020111;1012;Tr  ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020111;1104;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020111;1130;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020111;1130;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020115;1048;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020116;0904;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020116;1806;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020116;1819;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020118;1037;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020119;1529;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020121;1001;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020121;1705;Tr  ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020123;1130;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020123;1158;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020123;1723;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020124;1533;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020125;1130;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020131;1728;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020201;1043;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020205;0957;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020206;0821;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020206;0911;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020206;1612;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020207;1531;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020208;1145;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020208;1145;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020211;1046;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020211;1755;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020213;1602;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020215;1115;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020219;1615;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020219;1615;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020220;1803;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020221;0914;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020221;0932;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020221;1201;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020222;1042;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020225;1047;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020225;1122;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020226;0909;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020227;0934;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020227;1136;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020228;1103;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020301;1703;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020304;0818;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020307;0853;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020307;0853;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020307;0902;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020308;0947;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020308;1038;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020308;1815;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020311;0909;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020312;1003;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020312;1024;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020312;1046;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020312;1526;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020313;1150;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020313;1717;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020314;1051;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020318;0915;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020318;0915;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020319;1130;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020319;1638;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020320;1011;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020320;1136;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020321;0859;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020321;1029;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020321;1029;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020323;0815;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020325;1037;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020326;1054;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020327;1727;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020327;1727;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020327;1727;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020329;0848;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020402;1028;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020402;1028;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020402;1046;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020403;1729;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020405;1033;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020405;1144;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020408;1038;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020409;1020;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020410;1157;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020410;1642;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020411;1731;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020412;0943;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020412;1026;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020412;1026;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020415;1024;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020415;1024;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020416;0941;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020416;0941;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020417;1800;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020419;0857;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020422;1049;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020422;1123;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020422;1735;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020424;0829;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020424;1712;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020424;1725;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020424;1803;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020426;0859;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020426;1044;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020426;1044;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020429;1128;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020429;1128;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020502;1715;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020503;0833;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020503;0833;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020503;1015;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020503;1020;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020503;1020;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020506;1039;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020507;1025;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020507;1144;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020507;1712;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020508;0917;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020508;1002;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020508;1544;Q   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020509;0922;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020509;1042;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020510;1218;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020510;1218;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020510;1544;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020513;1138;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020515;1706;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020516;1040;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020517;0914;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020520;0808;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020520;0953;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020521;1118;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020521;1118;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020522;0845;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020522;0924;H   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020522;1127;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020522;1710;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020523;1107;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020524;1537;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020524;1802;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020528;1015;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020528;1538;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20020529;1752;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020530;1020;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020530;1644;Q   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020531;0916;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020603;1708;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020604;1619;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020605;0929;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020605;1204;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020606;0951;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020606;1058;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020606;1541;Q   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20020607;1222;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020607;1511;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020610;1502;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20020612;0845;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
