vb.vb-key.vb-data;vb.vb-ora;vb.vb-dati.vb-tipo-v;vb.vb-dati.vb-codice-minsan;vb.vb-dati.vb-qta;vb.vb-dati.vb-dati-sospeso.vb-qta-sosp;vb.vb-dati-anagrafici-prodotto.vb-principio-attivo;vb.vb-dati-anagrafici-prodotto.vb-gmk;vb.vb-dati-anagrafici-prodotto.vb-bd-category
20091112;0909;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091112;0954;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091112;1037;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091112;1205;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091113;0904;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091113;1014;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091113;1030;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091113;1032;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091113;1037;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091113;1545;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091116;1003;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091116;1040;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091116;1646;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091117;1021;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091117;1046;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091117;1112;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091117;1147;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091118;0850;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091118;0953;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091119;1049;L   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091119;1143;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091119;1555;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091119;1555;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091119;1559;X-  ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091119;1559;X-  ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091119;1600;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091119;1600;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091120;1812;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091122;1105;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091123;1045;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091123;1116;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091124;1105;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091124;1125;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091125;1047;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091126;1703;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091127;0841;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091127;0919;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091127;1108;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091127;1746;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091130;0945;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091130;0945;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091130;0946;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091130;1139;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091201;0848;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091201;0929;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091202;0941;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091202;1024;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091202;1054;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091202;1606;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091203;1648;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091204;0948;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091204;0958;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091207;0925;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091207;1019;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091209;1159;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091209;1526;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091209;1851;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091210;1036;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091211;0941;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091211;0951;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091211;1011;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091211;1701;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091214;0919;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091214;1610;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091215;0852;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091215;0944;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091215;1053;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091216;1019;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091216;1130;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091216;1548;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091216;1649;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091217;0926;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091217;1628;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091217;1630;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091218;1024;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091218;1024;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091218;1147;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091218;1209;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091219;0847;E   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091219;1701;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091221;1100;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091222;0942;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091222;0944;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091222;0945;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091222;1038;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091222;1138;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091223;1031;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091224;0845;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091224;0927;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091228;0919;L   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091228;1147;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091229;1114;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20091230;0941;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091230;1059;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091230;1059;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20091230;1138;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20091231;0850;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100102;1155;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100102;1155;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100104;0934;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100104;1144;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100104;1144;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100105;1049;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100107;1049;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100107;1058;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100108;0925;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100108;0925;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100108;0949;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100108;1028;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100108;1106;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100108;1647;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100111;0906;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100111;0929;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100111;1045;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100111;1053;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100113;0952;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100113;1006;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100113;1137;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100114;1110;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100115;1013;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100115;1112;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100116;1036;E   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100117;1151;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100118;0926;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100118;0959;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100118;1018;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100118;1050;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100118;1126;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100118;1127;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100119;0858;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100119;1041;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100120;0956;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100120;1740;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100121;0905;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100121;1045;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100121;1646;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100122;0837;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100122;1200;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100122;1707;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100125;0930;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100125;0951;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100125;1014;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100125;1103;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100126;0900;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100126;0902;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100126;1010;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100126;1603;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100127;0955;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100127;1023;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100128;1646;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100129;1109;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100201;1109;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100201;1604;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100202;0958;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100202;1542;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100203;1107;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100203;1114;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100204;0847;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100205;1650;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100208;1113;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100209;1105;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100210;0908;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100210;0954;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100211;1114;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100212;1111;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100212;1124;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100212;1137;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100212;1214;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100212;1711;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100212;1835;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100215;0936;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100215;1033;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100215;1127;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100215;1143;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100216;1058;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100216;1110;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100216;1357;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100217;1029;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100217;1206;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100217;1807;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100218;0922;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100218;1113;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100219;1711;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100220;0914;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100223;0946;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100224;0835;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100225;1112;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100225;1112;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100226;0916;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100226;0943;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100226;1034;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100226;1100;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100226;1139;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100301;0834;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100301;1009;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100301;1053;E   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100301;1651;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100302;0938;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100302;1111;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100302;1132;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100302;1738;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100302;1738;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100302;1810;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100303;0854;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100303;0922;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100303;1601;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100304;1057;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100305;1015;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100308;1014;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100308;1044;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100308;1106;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100308;1144;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100309;0834;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100309;1015;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100310;0848;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100310;1008;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100310;1131;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100311;1711;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100311;1711;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100312;0915;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100312;0920;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100312;0957;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100313;1705;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100315;0954;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100315;1034;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100316;0853;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100316;1025;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100316;1612;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100317;1508;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100317;1537;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100318;0851;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100318;0907;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100318;0914;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100318;0952;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100318;1017;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100318;1758;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100319;1051;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100322;1035;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100322;1203;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100322;1214;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100323;0853;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100323;0900;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100323;1057;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100323;1116;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100323;1635;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100324;1017;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100324;1042;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100325;0936;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100325;1038;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100325;1120;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100325;1746;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100326;1044;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100326;1104;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100329;0844;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100329;0925;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100329;1034;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100330;0907;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100330;1113;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100330;1801;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100331;0956;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100331;1039;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100401;0848;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100401;1033;M   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100402;0843;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100402;1153;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100403;0911;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100406;1838;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100409;0859;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100409;1105;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100413;1616;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100414;1217;L   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100414;1607;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100414;1607;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100415;0911;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100415;0941;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100415;0946;L   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100415;1008;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100415;1038;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100415;1053;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100415;1616;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100416;1015;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100416;1112;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100416;1126;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100416;1155;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100417;1047;M   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100420;1055;T   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100420;1603;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100420;1700;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100420;1700;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100421;1100;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100421;1647;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100422;1052;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100422;1111;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100422;1120;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100422;1511;T   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100422;1533;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100422;1533;T-  ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100423;1030;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100423;1159;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100426;0817;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100426;1009;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100427;1049;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100428;0822;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100428;0902;E   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100428;1030;X   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100429;0912;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100429;0935;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100429;0949;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100429;0953;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100429;1016;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100429;1049;H   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100429;1654;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100429;1706;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100430;0942;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100430;1121;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100430;1121;X   ;011782012    ;0001;0000;000000;CF A  N  S                    ;X0144010101
20100504;0851;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100504;1143;X   ;011782012    ;0003;0000;000000;CF A  N  S                    ;X0144010101
20100504;1212;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100505;0930;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
20100505;1014;H   ;011782012    ;0002;0000;000000;CF A  N  S                    ;X0144010101
