vb.vb-key.vb-data;vb.vb-ora;vb.vb-dati.vb-tipo-v;vb.vb-dati.vb-codice-minsan;vb.vb-dati.vb-qta;vb.vb-dati.vb-dati-sospeso.vb-qta-sosp
20101027;1146;H   ;036635011    ;0001;0000
20101027;1554;T   ;036635011    ;0002;0000
20101112;1101;T   ;036635011    ;0002;0000
20101122;0907;L   ;036635011    ;0001;0000
20101126;1215;E   ;036635011    ;0002;0000
20101130;1847;E   ;036635011    ;0002;0000
20101201;0940;L   ;036635011    ;0001;0000
20101205;1224;L   ;036635011    ;0002;0000
20101215;1729;L   ;036635011    ;0001;0000
20101215;1730;L   ;036635011    ;0001;0000
20101215;1731;L-  ;036635011    ;0001;0000
20101228;1124;T   ;036635011    ;0001;0000
20101228;1615;H   ;036635011    ;0001;0000
20110113;1021;L   ;036635011    ;0001;0000
20110114;1137;H   ;036635011    ;0002;0000
20110117;1207;L   ;036635011    ;0001;0000
20110124;1143;H   ;036635011    ;0002;0000
20110127;1716;T   ;036635011    ;0002;0000
20110208;1145;H   ;036635011    ;0001;0000
20110208;1156;L   ;036635011    ;0001;0000
20110210;1722;L   ;036635011    ;0001;0000
20110214;1152;T   ;036635011    ;0001;0000
20110215;1742;H   ;036635011    ;0001;0000
20110216;1050;L   ;036635011    ;0001;0000
20110221;1108;H   ;036635011    ;0001;0000
20110225;1002;X   ;036635011    ;0001;0000
20110225;1002;X   ;036635011    ;0001;0000
20110225;1048;L   ;036635011    ;0005;0000
20110225;1054;L-  ;036635011    ;0005;0000
20110225;1059;L   ;036635011    ;0005;0000
20110226;1103;L   ;036635011    ;0001;0000
20110304;1132;H   ;036635011    ;0001;0000
20110307;0942;T   ;036635011    ;0001;0000
20110318;1104;L   ;036635011    ;0001;0000
20110322;1013;T   ;036635011    ;0001;0000
20110325;1847;E   ;036635011    ;0002;0000
20110331;1039;L   ;036635011    ;0001;0000
20110413;1129;H   ;036635011    ;0002;0000
20110419;1148;H   ;036635011    ;0002;0000
20110427;0946;L   ;036635011    ;0001;0000
20110503;1141;H   ;036635011    ;0001;0000
20110504;1540;L   ;036635011    ;0002;0000
20110509;1054;E   ;036635011    ;0002;0000
20110509;1054;H   ;036635011    ;0001;0000
20110519;1029;H   ;036635011    ;0002;0000
20110520;1153;H   ;036635011    ;0001;0000
20110525;1117;L   ;036635011    ;0001;0000
20110609;0842;T   ;036635011    ;0001;0000
20110616;0927;H   ;036635011    ;0001;0000
20110616;1551;H   ;036635011    ;0002;0000
20110620;0919;L   ;036635011    ;0001;0000
20110622;1037;L   ;036635011    ;0001;0000
20110622;1111;H   ;036635011    ;0002;0000
20110627;0956;T   ;036635011    ;0002;0000
20110627;0956;T   ;036635011    ;0002;0000
20110628;1106;T   ;036635011    ;0001;0000
20110701;0947;H   ;036635011    ;0002;0000
20110712;1037;T   ;036635011    ;0001;0000
20110714;0923;T   ;036635011    ;0001;0000
20110715;1649;E   ;036635011    ;0001;0000
20110718;1721;L   ;036635011    ;0002;0000
20110719;1012;T   ;036635011    ;0001;0000
20110727;1050;H   ;036635011    ;0002;0000
20110729;1034;T   ;036635011    ;0001;0000
20110802;1638;T   ;036635011    ;0002;0000
20110822;0922;T   ;036635011    ;0002;0000
20110823;0853;T   ;036635011    ;0001;0000
20110825;1610;L   ;036635011    ;0001;0000
20110829;0905;T   ;036635011    ;0002;0000
20110829;1642;T   ;036635011    ;0002;0000
20110831;1113;H   ;036635011    ;0002;0000
20110831;1853;L   ;036635011    ;0001;0000
20110901;1631;H   ;036635011    ;0002;0000
20110902;1735;H   ;036635011    ;0001;0000
20110906;0836;E   ;036635011    ;0002;0000
20110915;1639;T   ;036635011    ;0002;0000
20110916;0921;H   ;036635011    ;0002;0000
20110916;1137;E   ;036635011    ;0002;0000
20110924;1048;Es  ;036635011    ;0000;0002
20110926;1136;T   ;036635011    ;0002;0000
20110927;0951;E   ;036635011    ;0001;0000
20110929;1106;T   ;036635011    ;0001;0000
20111003;1140;T   ;036635011    ;0001;0000
20111004;1209;H   ;036635011    ;0001;0000
20111017;1500;H   ;036635011    ;0002;0000
20111020;0939;L   ;036635011    ;0001;0000
20111021;1124;F   ;036635011    ;0001;0000
20111021;1152;L   ;036635011    ;0001;0000
20111031;0826;L   ;036635011    ;0001;0000
20111103;0917;L   ;036635011    ;0001;0000
20111104;1128;L   ;036635011    ;0001;0000
20111108;1036;H   ;036635011    ;0002;0000
20111110;1522;L   ;036635011    ;0001;0000
20111111;1035;L   ;036635011    ;0001;0000
20111114;0849;L   ;036635011    ;0001;0000
20111115;1038;H   ;036635011    ;0002;0000
20111116;0903;H   ;036635011    ;0002;0000
20111116;0947;H   ;036635011    ;0002;0000
20111117;1048;T   ;036635011    ;0002;0000
20111117;1615;T   ;036635011    ;0001;0000
20111121;1602;H   ;036635011    ;0002;0000
20111122;1649;F   ;036635011    ;0002;0000
20111123;1050;F   ;036635011    ;0002;0000
20111128;1114;H   ;036635011    ;0001;0000
20111202;1531;T   ;036635011    ;0001;0000
20111203;0902;T   ;036635011    ;0001;0000
20111203;1043;L   ;036635011    ;0001;0000
20111209;1037;H   ;036635011    ;0002;0000
20111216;0842;H   ;036635011    ;0002;0000
20111216;1628;T   ;036635011    ;0001;0000
20111217;1214;L   ;036635011    ;0001;0000
20111221;1013;L   ;036635011    ;0001;0000
20111222;1124;L   ;036635011    ;0001;0000
20111224;0823;L   ;036635011    ;0001;0000
20111228;1632;H   ;036635011    ;0002;0000
20120103;1006;H   ;036635011    ;0002;0000
20120103;1524;L   ;036635011    ;0002;0000
20120103;1832;T   ;036635011    ;0001;0000
20120104;1239;H   ;036635011    ;0002;0000
20120104;1555;T   ;036635011    ;0001;0000
20120104;1758;F   ;036635011    ;0002;0000
20120109;0908;T   ;036635011    ;0001;0000
20120109;1543;H   ;036635011    ;0002;0000
20120110;0924;H   ;036635011    ;0001;0000
20120111;0948;H   ;036635011    ;0002;0000
20120112;1550;H   ;036635011    ;0002;0000
20120117;1736;E   ;036635011    ;0002;0000
20120118;1041;T   ;036635011    ;0002;0000
20120118;1655;T   ;036635011    ;0002;0000
20120123;1000;H   ;036635011    ;0002;0000
20120123;1524;T   ;036635011    ;0002;0000
20120124;1010;H   ;036635011    ;0002;0000
20120125;1843;T   ;036635011    ;0002;0000
20120128;1049;L   ;036635011    ;0001;0000
20120130;1124;L   ;036635011    ;0001;0000
20120201;0916;T   ;036635011    ;0002;0000
20120201;1124;T   ;036635011    ;0001;0000
20120203;1042;L   ;036635011    ;0001;0000
20120206;0935;L   ;036635011    ;0001;0000
20120206;1600;T   ;036635011    ;0001;0000
20120209;0959;H   ;036635011    ;0002;0000
20120217;0924;H   ;036635011    ;0001;0000
20120221;1158;T   ;036635011    ;0002;0000
20120227;1134;T   ;036635011    ;0001;0000
20120228;1058;E   ;036635011    ;0002;0000
20120301;1804;T   ;036635011    ;0002;0000
20120305;1759;X   ;036635011    ;0001;0000
20120306;1702;T   ;036635011    ;0002;0000
20120309;0950;T   ;036635011    ;0002;0000
20120310;0929;H   ;036635011    ;0002;0000
20120312;1140;T   ;036635011    ;0001;0000
20120314;1739;T   ;036635011    ;0002;0000
20120319;0925;H   ;036635011    ;0001;0000
20120321;1527;L   ;036635011    ;0001;0000
20120326;1129;E   ;036635011    ;0002;0000
20120328;0919;H   ;036635011    ;0002;0000
20120329;1133;T   ;036635011    ;0001;0000
20120330;1221;E   ;036635011    ;0002;0000
20120331;1115;E   ;036635011    ;0001;0000
20120402;1109;H   ;036635011    ;0002;0000
20120402;1857;L   ;036635011    ;0001;0000
20120404;1056;H   ;036635011    ;0001;0000
20120406;0818;L   ;036635011    ;0001;0000
20120406;1057;T   ;036635011    ;0002;0000
20120410;1211;T   ;036635011    ;0002;0000
20120410;1213;L   ;036635011    ;0001;0000
20120410;1716;T   ;036635011    ;0002;0000
20120411;1740;L   ;036635011    ;0001;0000
20120411;1743;L-  ;036635011    ;0001;0000
20120412;1048;H   ;036635011    ;0001;0000
20120412;1704;T   ;036635011    ;0001;0000
20120412;1900;X   ;036635011    ;0002;0000
20120414;0905;L   ;036635011    ;0001;0000
20120416;1017;H   ;036635011    ;0001;0000
20120417;1155;L   ;036635011    ;0001;0000
20120418;1209;E   ;036635011    ;0002;0000
20120419;0935;T   ;036635011    ;0002;0000
20120420;1645;T   ;036635011    ;0002;0000
20120423;1136;T   ;036635011    ;0001;0000
20120423;1740;T   ;036635011    ;0001;0000
20120424;1842;T   ;036635011    ;0001;0000
20120503;1736;E   ;036635011    ;0002;0000
20120507;1035;H   ;036635011    ;0001;0000
20120508;0935;H   ;036635011    ;0002;0000
20120508;1614;T   ;036635011    ;0001;0000
20120509;1205;H   ;036635011    ;0002;0000
20120511;1609;L   ;036635011    ;0001;0000
20120516;1800;H   ;036635011    ;0002;0000
20120518;1510;H   ;036635011    ;0002;0000
20120518;1835;T   ;036635011    ;0002;0000
20120524;0945;H   ;036635011    ;0001;0000
20120530;1147;H   ;036635011    ;0002;0000
20120531;1730;H   ;036635011    ;0002;0000
20120601;1027;H   ;036635011    ;0002;0000
20120604;1124;H   ;036635011    ;0002;0000
20120604;1125;H   ;036635011    ;0002;0000
20120605;1213;T   ;036635011    ;0002;0000
20120606;0925;H   ;036635011    ;0001;0000
20120606;0936;T   ;036635011    ;0002;0000
20120609;1042;H   ;036635011    ;0002;0000
20120615;1557;E   ;036635011    ;0002;0000
20120619;1737;T   ;036635011    ;0001;0000
20120623;1023;T   ;036635011    ;0001;0000
20120627;0850;T   ;036635011    ;0001;0000
20120627;1103;H   ;036635011    ;0002;0000
20120629;1051;H   ;036635011    ;0002;0000
20120629;1123;H   ;036635011    ;0002;0000
20120710;1633;X   ;036635011    ;0002;0000
20120713;0910;H   ;036635011    ;0001;0000
20120717;1759;L   ;036635011    ;0001;0000
20120718;1010;T   ;036635011    ;0002;0000
20120718;1638;L   ;036635011    ;0001;0000
20120719;1536;E   ;036635011    ;0002;0000
20120719;1536;E   ;036635011    ;0002;0000
20120719;1557;H   ;036635011    ;0001;0000
20120731;0935;L   ;036635011    ;0001;0000
20120731;0958;H   ;036635011    ;0002;0000
20120731;1047;H   ;036635011    ;0001;0000
20120801;1105;H   ;036635011    ;0001;0000
20120803;1201;T   ;036635011    ;0001;0000
20120821;0817;L   ;036635011    ;0001;0000
20120824;0934;L   ;036635011    ;0002;0000
20120824;1016;L   ;036635011    ;0001;0000
20120825;1051;T   ;036635011    ;0001;0000
20120829;1153;H   ;036635011    ;0001;0000
20120829;1632;T   ;036635011    ;0002;0000
20120829;1714;T   ;036635011    ;0002;0000
20120830;1004;L   ;036635011    ;0001;0000
20120831;0904;Ls  ;036635011    ;0000;0001
20120831;0957;Lr  ;036635011    ;0001;0000
20120903;1007;T   ;036635011    ;0001;0000
20120908;0841;T   ;036635011    ;0002;0000
20120911;1735;E   ;036635011    ;0002;0000
20120912;0951;T   ;036635011    ;0002;0000
20120912;1040;E   ;036635011    ;0001;0000
20120914;1147;L   ;036635011    ;0002;0000
20120921;1008;L   ;036635011    ;0001;0000
20120921;1503;T   ;036635011    ;0002;0000
20120924;1119;H   ;036635011    ;0002;0000
20120925;1717;T   ;036635011    ;0002;0000
20120925;1725;H   ;036635011    ;0001;0000
20120928;1051;H   ;036635011    ;0002;0000
20120929;1120;L   ;036635011    ;0001;0000
20121002;1006;T   ;036635011    ;0002;0000
20121002;1104;T   ;036635011    ;0002;0000
20121005;0858;H   ;036635011    ;0001;0000
20121005;1159;H   ;036635011    ;0001;0000
20121009;0853;H   ;036635011    ;0002;0000
20121009;1614;E   ;036635011    ;0002;0000
20121011;1719;T   ;036635011    ;0002;0000
20121017;1106;T   ;036635011    ;0002;0000
20121018;1525;L   ;036635011    ;0001;0000
20121022;1049;T   ;036635011    ;0002;0000
20121022;1200;E   ;036635011    ;0001;0000
20121024;1714;L   ;036635011    ;0002;0000
20121025;0944;T   ;036635011    ;0001;0000
20121026;0951;H   ;036635011    ;0002;0000
20121026;1042;L   ;036635011    ;0002;0000
20121026;1837;E   ;036635011    ;0001;0000
20121029;0915;L   ;036635011    ;0002;0000
20121030;1714;L   ;036635011    ;0004;0000
20121031;1213;T   ;036635011    ;0002;0000
20121107;1128;E   ;036635011    ;0002;0000
20121107;1756;T   ;036635011    ;0002;0000
20121112;0856;L   ;036635011    ;0001;0000
20121116;1600;H   ;036635011    ;0002;0000
20121121;1743;H   ;036635011    ;0002;0000
20121127;0905;H   ;036635011    ;0002;0000
20121203;1055;H   ;036635011    ;0001;0000
20121203;1146;L   ;036635011    ;0001;0000
20121203;1153;H   ;036635011    ;0001;0000
20121203;1159;H   ;036635011    ;0002;0000
20121206;1503;H   ;036635011    ;0002;0000
20121206;1629;H   ;036635011    ;0001;0000
20121210;1106;L   ;036635011    ;0001;0000
20121210;1518;H   ;036635011    ;0001;0000
20121211;0925;T   ;036635011    ;0002;0000
20121213;1048;H   ;036635011    ;0001;0000
20121214;0908;H   ;036635011    ;0001;0000
20121218;1003;H   ;036635011    ;0001;0000
20121221;1814;H   ;036635011    ;0001;0000
20121228;1038;T   ;036635011    ;0002;0000
20121231;0943;L   ;036635011    ;0001;0000
20130102;1626;T   ;036635011    ;0002;0000
20130103;1626;T   ;036635011    ;0001;0000
20130107;1005;H   ;036635011    ;0002;0000
20130107;1534;H   ;036635011    ;0001;0000
20130109;1026;T   ;036635011    ;0002;0000
20130109;1623;E   ;036635011    ;0002;0000
20130109;1843;T   ;036635011    ;0001;0000
20130111;1055;T   ;036635011    ;0001;0000
20130111;1134;T   ;036635011    ;0002;0000
20130111;1135;T   ;036635011    ;0001;0000
20130111;1136;T-  ;036635011    ;0002;0000
20130111;1142;T   ;036635011    ;0001;0000
20130111;1211;H   ;036635011    ;0002;0000
20130111;1222;H   ;036635011    ;0002;0000
20130117;1535;T   ;036635011    ;0001;0000
20130119;1547;E   ;036635011    ;0001;0000
20130121;0856;H   ;036635011    ;0002;0000
20130122;1047;H   ;036635011    ;0001;0000
20130123;0913;T   ;036635011    ;0002;0000
20130124;1708;L   ;036635011    ;0001;0000
20130125;1023;T   ;036635011    ;0002;0000
20130125;1739;T   ;036635011    ;0002;0000
20130125;1742;T   ;036635011    ;0001;0000
20130126;1134;T   ;036635011    ;0002;0000
20130129;0949;T   ;036635011    ;0001;0000
20130129;1030;E   ;036635011    ;0001;0000
20130130;1011;H   ;036635011    ;0002;0000
20130130;1802;L   ;036635011    ;0001;0000
20130131;1138;T   ;036635011    ;0002;0000
20130204;0851;T   ;036635011    ;0002;0000
20130205;1039;T   ;036635011    ;0001;0000
20130205;1653;E   ;036635011    ;0002;0000
20130208;1106;E   ;036635011    ;0002;0000
20130211;1046;H   ;036635011    ;0001;0000
20130213;1620;H   ;036635011    ;0001;0000
20130214;0919;T   ;036635011    ;0002;0000
20130220;0927;H   ;036635011    ;0002;0000
20130221;0937;L   ;036635011    ;0003;0000
20130222;1029;H   ;036635011    ;0001;0000
20130223;1036;H   ;036635011    ;0002;0000
20130227;1107;H   ;036635011    ;0001;0000
20130228;0853;H   ;036635011    ;0002;0000
20130228;1055;E   ;036635011    ;0002;0000
20130305;0841;T   ;036635011    ;0001;0000
20130307;1604;T   ;036635011    ;0002;0000
20130312;1134;E   ;036635011    ;0002;0000
20130314;0850;T   ;036635011    ;0002;0000
20130314;0929;H   ;036635011    ;0001;0000
20130318;1816;L   ;036635011    ;0001;0000
20130319;1035;H   ;036635011    ;0002;0000
20130321;0856;L   ;036635011    ;0001;0000
20130321;1028;T   ;036635011    ;0002;0000
20130322;1012;E   ;036635011    ;0002;0000
20130322;1219;H   ;036635011    ;0002;0000
20130322;1616;L   ;036635011    ;0001;0000
20130325;0948;H   ;036635011    ;0002;0000
20130326;1113;L   ;036635011    ;0001;0000
20130327;0859;T   ;036635011    ;0002;0000
20130327;1556;T   ;036635011    ;0001;0000
20130329;0850;H   ;036635011    ;0001;0000
20130329;1022;H   ;036635011    ;0001;0000
20130404;1214;E   ;036635011    ;0002;0000
20130405;1126;H   ;036635011    ;0002;0000
20130408;1522;T   ;036635011    ;0001;0000
20130410;1141;T   ;036635011    ;0002;0000
20130412;0933;T   ;036635011    ;0002;0000
20130412;0933;T   ;036635011    ;0002;0000
20130412;1716;T   ;036635011    ;0001;0000
20130415;1051;T   ;036635011    ;0001;0000
20130416;1012;T   ;036635011    ;0002;0000
20130416;1059;L   ;036635011    ;0001;0000
20130418;1631;T   ;036635011    ;0001;0000
20130419;1211;H   ;036635011    ;0002;0000
20130423;1134;T   ;036635011    ;0002;0000
20130429;1145;H   ;036635011    ;0002;0000
20130429;1147;H   ;036635011    ;0002;0000
20130502;1554;H   ;036635011    ;0002;0000
20130503;1112;H   ;036635011    ;0002;0000
20130503;1145;H   ;036635011    ;0002;0000
20130507;1554;T   ;036635011    ;0001;0000
20130510;1640;T   ;036635011    ;0002;0000
20130511;1033;E   ;036635011    ;0002;0000
20130517;1040;T   ;036635011    ;0002;0000
20130521;1536;H   ;036635011    ;0002;0000
20130522;1113;H   ;036635011    ;0002;0000
20130523;1732;H   ;036635011    ;0001;0000
20130524;1644;H   ;036635011    ;0002;0000
20130527;1014;T   ;036635011    ;0002;0000
20130527;1534;T   ;036635011    ;0002;0000
20130527;1854;T   ;036635011    ;0002;0000
20130527;1854;T   ;036635011    ;0002;0000
20130528;1028;H   ;036635011    ;0002;0000
20130530;1045;T   ;036635011    ;0001;0000
20130530;1216;E   ;036635011    ;0002;0000
20130531;1125;T   ;036635011    ;0002;0000
20130607;1653;L   ;036635011    ;0001;0000
20130607;1703;T   ;036635011    ;0002;0000
20130608;1012;L   ;036635011    ;0001;0000
20130609;1000;L   ;036635011    ;0001;0000
20130610;0949;L   ;036635011    ;0001;0000
20130610;1011;E   ;036635011    ;0001;0000
20130612;1156;L   ;036635011    ;0001;0000
20130613;1146;T   ;036635011    ;0002;0000
20130614;0932;T   ;036635011    ;0002;0000
20130614;1114;H   ;036635011    ;0002;0000
20130617;0851;T   ;036635011    ;0001;0000
20130618;1100;L   ;036635011    ;0001;0000
20130618;1718;T   ;036635011    ;0002;0000
20130619;1127;T   ;036635011    ;0002;0000
20130620;1713;F   ;036635011    ;0001;0000
20130621;0932;H   ;036635011    ;0002;0000
20130624;1454;L   ;036635011    ;0001;0000
20130624;1650;X   ;036635011    ;0002;0000
20130625;1121;T   ;036635011    ;0002;0000
20130626;0912;H   ;036635011    ;0002;0000
20130628;1058;F   ;036635011    ;0002;0000
20130628;1216;T   ;036635011    ;0002;0000
20130628;1216;T   ;036635011    ;0002;0000
20130701;1038;E   ;036635011    ;0001;0000
20130703;0903;H   ;036635011    ;0002;0000
20130706;0956;H   ;036635011    ;0002;0000
20130708;1145;H   ;036635011    ;0001;0000
20130709;1138;T   ;036635011    ;0001;0000
20130709;1611;H   ;036635011    ;0001;0000
20130709;1800;H   ;036635011    ;0002;0000
20130711;0956;H   ;036635011    ;0001;0000
20130711;1500;T   ;036635011    ;0002;0000
20130711;1853;T   ;036635011    ;0001;0000
20130715;0844;T   ;036635011    ;0001;0000
20130717;0935;L   ;036635011    ;0001;0000
20130717;1046;T   ;036635011    ;0001;0000
20130718;0858;L   ;036635011    ;0001;0000
20130718;1053;H   ;036635011    ;0002;0000
20130722;1131;T   ;036635011    ;0002;0000
20130723;1050;H   ;036635011    ;0002;0000
20130723;1735;H   ;036635011    ;0001;0000
20130725;1638;H   ;036635011    ;0002;0000
20130729;1619;H   ;036635011    ;0001;0000
20130801;1142;T   ;036635011    ;0001;0000
20130802;1009;T   ;036635011    ;0002;0000
20130806;1811;L   ;036635011    ;0001;0000
20130807;1605;E   ;036635011    ;0002;0000
20130812;1016;H   ;036635011    ;0002;0000
20130813;1142;H   ;036635011    ;0002;0000
20130814;0905;T   ;036635011    ;0002;0000
20130817;0927;L   ;036635011    ;0001;0000
20130819;0858;H   ;036635011    ;0002;0000
20130821;0959;L   ;036635011    ;0002;0000
20130822;1510;T   ;036635011    ;0002;0000
20130822;1720;T   ;036635011    ;0001;0000
20130827;0931;T   ;036635011    ;0002;0000
20130828;0948;L   ;036635011    ;0001;0000
20130901;1045;L   ;036635011    ;0001;0000
20130903;0857;L   ;036635011    ;0001;0000
20130905;1028;H   ;036635011    ;0002;0000
20130905;1029;E   ;036635011    ;0002;0000
20130909;0942;T   ;036635011    ;0001;0000
20130910;1121;H   ;036635011    ;0002;0000
20130910;1121;T   ;036635011    ;0002;0000
20130917;1028;H   ;036635011    ;0001;0000
20130917;1102;H   ;036635011    ;0001;0000
20130918;0849;L-  ;036635011    ;0001;0000
20130918;0849;N   ;036635011    ;0001;0000
20130918;1120;T   ;036635011    ;0001;0000
20130919;1658;H   ;036635011    ;0001;0000
20130923;1757;L   ;036635011    ;0001;0000
