rec-orstd.orstd-key.orstd-ordine;rec-orstd.orstd-key.orstd-tempo.orstd-data;rec-orstd.orstd-key.orstd-tempo.orstd-ora;rec-orstd.orstd-key.orstd-fornitore;rec-orstd.orstd-key.orstd-tipo-ordine;rec-orstd.orstd-key.orstd-tipo-riga;rec-orstd.orstd-key.orstd-codice-minsan;rec-orstd.orstd-dati.orstd-descrizione;rec-orstd.orstd-dati.orstd-qta;rec-orstd.orstd-dati.orstd-qta-cons;rec-orstd.orstd-dati.orstd-costo
 ;20150818;185336;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001260
 ;20150821;121453;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00040;00040;0000001264
 ;20150822;120226;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20150907;115507;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001260
 ;20150911;122025;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00020;00020;0000001264
 ;20150915;121539;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00020;00020;0000001264
 ;20150921;115143;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00050;00050;0000001264
 ;20150925;115725;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151008;114940;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151013;121557;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151020;121623;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151021;185726;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00020;00020;0000001264
 ;20151029;185842;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00040;00040;0000001264
 ;20151109;121005;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00020;00020;0000001264
 ;20151111;121240;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00020;00020;0000001264
 ;20151113;185139;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151120;121326;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151130;115338;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00020;00020;0000001264
 ;20151202;120510;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151209;121035;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00050;00050;0000001264
 ;20151218;122139;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20151223;184933;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00020;00020;0000001264
 ;20151229;121615;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20160105;122623;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00040;00040;0000001264
 ;20160120;185224;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001264
 ;20160125;121431;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00040;00040;0000001264
 ;20160201;122236;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00050;00050;0000001264
 ;20160205;184502;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20160212;115620;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20160217;184739;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00040;00040;0000001264
 ;20160229;121259;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20160305;120410;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00050;00050;0000001264
 ;20160316;121629;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20160323;115957;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00040;00040;0000001264
 ;20160401;121108;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00030;00030;0000001264
 ;20160408;120531;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00040;00040;0000001264
 ;20160517;182415;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160517;182952;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160519;085600;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160519;164156;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160520;082537;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160520;122751;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160520;155005;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160520;185340;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160521;120524;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160521;121235;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160523;160854;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160523;181122;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160524;114943;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160524;155115;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160525;115141;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160525;153359;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160526;115131;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160526;160414;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160526;160751;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160526;182600;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00006;00006;0000001268
 ;20160526;182643;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001260
 ;20160527;115430;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160527;154515;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160527;183355;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160527;183428;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001260
 ;20160528;081205;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001270
 ;20160528;115550;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160528;145800;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160528;152109;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001260
 ;20160528;152205;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00004;00004;0000001260
 ;20160530;184256;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160530;184343;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160531;163911;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00004;00004;0000001260
 ;20160531;164012;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001250
 ;20160531;182821;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001260
 ;20160531;185619;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160601;115644;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00005;00005;0000001280
 ;20160601;115756;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001275
 ;20160601;122433;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160603;115334;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160603;155447;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160604;121317;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160604;121453;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160606;122712;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001270
 ;20160608;110740;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001275
 ;20160609;114854;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160609;152528;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160610;091309;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00006;00006;0000001260
 ;20160610;115710;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160610;153245;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160610;161058;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00005;00005;0000001285
 ;20160610;182954;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160611;084154;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160611;165225;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00006;00006;0000001275
 ;20160611;170240;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160613;120059;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160613;120334;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160613;120618;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001260
 ;20160613;164937;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160613;185227;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160614;120157;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160614;120327;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160614;120610;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160614;120642;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001260
 ;20160615;122326;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00015;00015;0000001282
 ;20160615;122637;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001260
 ;20160615;184956;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001260
 ;20160615;185836;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00023;00023;0000001268
 ;20160616;084910;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001285
 ;20160616;114935;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160616;152654;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160617;115158;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160617;153409;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160617;162012;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00007;00007;0000001250
 ;20160617;162047;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00006;00006;0000001275
 ;20160617;183312;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160618;083646;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160618;084119;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00005;00005;0000001260
 ;20160618;110840;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00017;00017;0000001260
 ;20160618;121437;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160618;152244;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001260
 ;20160620;115044;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160620;122639;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001268
 ;20160620;153036;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160621;114734;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160621;122555;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001268
 ;20160621;153055;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160621;172113;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00005;00005;0000001260
 ;20160622;084745;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00009;00009;0000001260
 ;20160622;114429;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160622;152242;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160622;161653;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00016;00016;0000001260
 ;20160622;161724;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001262
 ;20160623;155630;K            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00006;00006;0000001260
 ;20160629;081403;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160629;185240;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160629;185305;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00004;00004;0000001260
 ;20160630;084406;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160706;115013;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160706;115126;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160706;115201;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160707;114838;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160707;114910;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160707;155535;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160708;114722;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160708;114759;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160708;152458;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160708;160424;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160708;160506;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001268
 ;20160708;184258;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001260
 ;20160709;083053;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160709;115138;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160711;121341;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160711;121458;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160711;160649;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160711;184508;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00008;00008;0000001269
 ;20160712;081613;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160712;122446;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001270
 ;20160712;122526;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160712;155039;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160712;180815;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001270
 ;20160712;180955;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001260
 ;20160713;083143;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001268
 ;20160713;190018;Z            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160713;190215;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160714;082246;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001285
 ;20160714;122626;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160714;154931;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160715;115202;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160715;154858;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160716;161907;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00006;00006;0000001283
 ;20160718;122626;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160718;153754;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160719;121507;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160719;121639;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160719;152809;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160720;115831;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160720;115917;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160720;153009;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160721;121844;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001270
 ;20160721;155036;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160721;173945;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160722;121823;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160722;155113;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160722;183115;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001270
 ;20160723;083049;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001270
 ;20160723;120036;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160725;115343;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160725;115419;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160725;122630;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001270
 ;20160725;161034;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160726;121326;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160726;121421;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160726;122127;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160727;114959;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160727;115157;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001260
 ;20160727;153316;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160727;183835;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001270
 ;20160728;084532;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001270
 ;20160728;115311;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160728;115416;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001260
 ;20160728;155646;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160729;114958;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160729;115120;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00010;00010;0000001260
 ;20160729;153842;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160730;115718;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160801;080609;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160801;115859;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160801;115934;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00002;00002;0000001285
 ;20160801;160120;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160801;163117;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160801;185149;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160802;082049;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160802;114805;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160802;154411;N            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001290
 ;20160802;155838;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160802;161105;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160802;184131;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160803;083821;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160803;115437;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160803;155512;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160803;185157;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160804;115338;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160804;122445;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00001;00001;0000001270
 ;20160804;155359;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160805;115658;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160805;161534;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
 ;20160805;185125;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00000;00000;0000001290
 ;20160805;185155;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00005;00005;0000001260
 ;20160806;082349;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001270
 ;20160806;114901;R            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001290
 ;20160806;114956;S            ;  ;O;011782012    ;SINTROM*20CPR 4MG                                           ;00005;00005;0000001260
 ;20160806;151330;U            ;01;O;011782012    ;SINTROM*20CPR 4MG                                           ;00003;00003;0000001283
